x,y,z,dx,dy,dz,xx,yy,zz,dxx,dyy,dzz,label
-0.12,0.919,0.708,-0.099,0.014,-0.178,-11.353,-4.7,-42.48,-32.532,-39.429,-108.643,2
0.094,0.749,0.98,0.215,-0.17,0.272,-39.246,-43.518,-162.415,-27.893,-38.818,-119.934,2
0.233,0.211,0.875,0.138,-0.538,-0.105,-6.531,-25.269,-205.872,32.715,18.25,-43.457,2
0.252,-0.219,1.069,0.02,-0.43,0.194,15.686,-7.69,-144.592,22.217,17.578,61.279,2
0.249,-0.448,1.16,-0.004,-0.229,0.092,12.329,-3.052,-26.489,-3.357,4.639,118.103,2
0.314,-0.495,1.155,0.066,-0.047,-0.006,1.282,22.339,79.468,-11.047,25.391,105.957,2
0.398,-0.141,1.146,0.084,0.354,-0.009,4.333,20.081,193.359,3.052,-2.258,113.892,2
0.136,0.573,0.84,-0.261,0.714,-0.306,-10.681,30.151,207.581,-15.015,10.071,14.221,2
-0.057,0.952,0.826,-0.193,0.379,-0.014,15.747,34.424,75.073,26.428,4.272,-132.507,2
-0.128,1.028,0.709,-0.071,0.076,-0.117,-31.738,-10.132,-35.645,-47.485,-44.556,-110.718,2
0.143,0.79,0.966,0.271,-0.239,0.257,-57.617,-35.767,-194.58,-25.879,-25.635,-158.936,2
0.325,-0.011,1.052,0.182,-0.8,0.085,4.639,-28.381,-220.52,62.256,7.385,-25.94,2
0.245,-0.323,1.08,-0.081,-0.312,0.028,27.649,-14.343,-130.432,23.01,14.038,90.088,2
0.264,-0.48,1.173,0.02,-0.157,0.093,-10.864,-8.911,-11.353,-38.513,5.432,119.08,2
0.316,-0.458,1.095,0.052,0.022,-0.078,-9.277,21.973,106.384,1.587,30.884,117.737,2
0.392,0.059,0.99,0.076,0.518,-0.105,31.799,45.41,232.971,41.077,23.437,126.587,2
0.213,0.667,0.869,-0.179,0.607,-0.121,33.447,54.077,226.257,1.648,8.667,-6.714,2
-0.005,0.804,0.847,-0.218,0.138,-0.022,33.63,40.71,81.543,0.183,-13.367,-144.714,2
-0.11,0.973,0.72,-0.106,0.168,-0.127,-11.292,-10.132,-45.41,-44.922,-50.842,-126.953,2
0.145,0.616,1.013,0.255,-0.357,0.293,-20.935,-37.781,-201.843,-9.644,-27.649,-156.433,2
0.251,-0.085,1.053,0.107,-0.701,0.041,13,-35.278,-202.27,33.936,2.502,-0.427,2
0.236,-0.376,1.086,-0.015,-0.291,0.032,11.841,-11.292,-123.657,-1.16,23.987,78.613,2
0.211,-0.362,1.183,-0.026,0.014,0.097,1.343,-16.357,-30.273,-10.498,-5.066,93.384,2
0.278,-0.369,1.134,0.067,-0.007,-0.049,-8.484,2.808,68.848,-9.827,19.165,99.121,2
0.316,-0.08,1.035,0.038,0.289,-0.099,12.573,19.592,182.434,21.057,16.785,113.586,2
0.14,0.573,0.832,-0.176,0.653,-0.202,7.751,60.852,202.759,-4.822,41.26,20.325,2
-0.047,0.999,0.756,-0.187,0.427,-0.076,5.493,32.471,102.783,-2.258,-28.381,-99.976,2
-0.158,1.106,0.695,-0.11,0.106,-0.062,-17.456,4.089,6.348,-22.949,-28.381,-96.436,2
0.021,0.947,0.829,0.179,-0.159,0.135,-49.316,-39.673,-153.381,-31.86,-43.762,-159.729,2
0.18,0.304,0.916,0.158,-0.643,0.087,2.686,-33.02,-178.772,52.002,6.653,-25.391,2
0.244,-0.138,1.071,0.065,-0.442,0.154,20.996,-6.165,-142.822,18.311,26.855,35.95,2
0.133,-0.336,1.087,-0.112,-0.198,0.017,17.029,5.005,-73.12,-3.967,11.169,69.702,2
0.181,-0.456,1.219,0.049,-0.12,0.132,4.7,14.099,25.574,-12.329,9.094,98.694,2
0.311,-0.307,1.097,0.129,0.149,-0.122,0.977,29.724,151.611,-3.723,15.625,126.038,2
0.123,0.315,0.846,-0.188,0.621,-0.251,-2.502,55.908,188.232,-3.479,26.184,36.621,2
0.077,0.738,0.86,-0.046,0.424,0.014,16.968,19.348,166.565,19.47,-36.56,-21.667,2
0.035,1.092,0.985,-0.042,0.353,0.125,29.114,8.545,42.908,12.146,-10.803,-123.657,2
-0.033,0.92,0.806,-0.068,-0.172,-0.179,-13.733,-2.258,-109.558,-42.847,-10.803,-152.466,2
0.141,0.318,0.909,0.174,-0.602,0.104,23.254,-19.104,-190.369,36.987,-16.846,-80.811,2
0.259,-0.092,1.079,0.118,-0.41,0.17,7.874,-13.916,-181.58,-15.381,5.188,8.789,2
0.271,-0.562,1.149,0.013,-0.469,0.07,1.648,-17.578,-108.154,-6.226,-3.662,73.425,2
0.261,-0.542,1.196,-0.01,0.02,0.047,-14.648,7.874,24.109,-16.296,25.452,132.263,2
0.324,-0.546,1.074,0.063,-0.004,-0.122,1.648,15.198,155.212,16.296,7.324,131.104,2
0.402,0.266,0.969,0.078,0.812,-0.104,28.137,54.443,245.3,26.489,39.246,90.088,2
0.046,0.972,0.79,-0.357,0.706,-0.179,-0.061,7.812,183.96,-28.198,-46.631,-61.34,2
-0.024,1.063,0.801,-0.069,0.091,0.011,-6.47,7.446,41.626,-6.409,-0.366,-142.334,2
-0.052,0.993,0.832,-0.029,-0.07,0.031,-35.339,-14.038,-123.047,-28.87,-21.484,-164.673,2
0.224,0.366,0.916,0.276,-0.627,0.084,-2.075,0.183,-209.656,33.264,14.221,-86.609,2
0.292,-0.166,1.067,0.068,-0.532,0.151,34.119,-1.465,-165.833,36.194,-1.648,43.823,2
0.203,-0.384,1.074,-0.089,-0.218,0.006,15.076,-18.372,-96.008,-19.043,-16.907,69.824,2
0.249,-0.463,1.197,0.045,-0.079,0.123,-4.272,-2.197,-1.221,-19.348,16.174,94.788,2
0.304,-0.494,1.149,0.056,-0.031,-0.047,-4.517,24.719,82.886,-0.244,26.917,84.106,2
0.285,0.006,1.004,-0.019,0.5,-0.145,10.437,15.564,184.021,14.954,-9.155,101.135,2
0.01,0.632,0.731,-0.275,0.626,-0.272,3.906,44.617,191.04,-6.531,29.053,7.019,2
-0.114,1.02,0.86,-0.124,0.388,0.129,-2.136,3.418,87.463,-6.042,-41.199,-103.577,2
-0.094,1.003,0.859,0.02,-0.017,-0.001,-20.874,9.399,-47.668,-18.738,5.981,-135.132,2
0.018,0.528,0.827,0.112,-0.476,-0.033,1.831,1.648,-163.94,22.705,-7.751,-116.272,2
0.185,-0.028,1.039,0.168,-0.556,0.212,24.536,-24.536,-159.729,22.705,-26.184,4.211,2
0.168,-0.25,1.091,-0.017,-0.222,0.052,33.264,1.77,-119.202,8.728,26.306,40.527,2
0.195,-0.432,1.192,0.027,-0.182,0.101,-0.061,-29.846,-38.513,-33.325,-31.616,80.688,2
0.276,-0.439,1.169,0.081,-0.006,-0.023,-7.568,10.254,75.684,-7.507,40.1,114.197,2
0.278,-0.159,1.037,0.001,0.28,-0.132,-8.118,17.761,154.602,-0.549,7.507,78.918,2
0.179,0.252,0.954,-0.099,0.411,-0.083,20.874,19.958,167.725,28.992,2.197,13.123,2
